time	distance	eps	steps
0.143	5.66013	0.95	7
0.16	5.78818	0.95	8
0.191	5.86561	0.95	8
0.175	6.13202	0.95	8
0.216	7.00132	0.95	9
0.151	5.38664	0.95	7
0.175	6.005	0.95	8
0.2	6.68603	0.95	9
0.162	5.92175	0.96	8
0.242	6.97201	0.96	9
0.139	5.58863	0.96	7
0.184	5.92005	0.96	8
0.174	5.33649	0.96	7
0.135	5.49979	0.96	7
0.195	6.11773	0.96	8
0.137	4.97971	0.96	7
0.13	5.16702	0.96	7
0.247	6.9166	0.96	9
0.152	5.61938	0.97	7
0.242	6.73335	0.97	8
0.191	5.4418	0.97	7
0.146	6.10756	0.97	8
0.181	6.11638	0.97	8
0.154	5.38236	0.97	7
0.188	6.04267	0.97	8
0.224	6.53077	0.97	8
0.132	5.36757	0.97	7
0.168	6.28386	0.97	8
0.162	5.34792	0.98	7
0.164	5.49199	0.98	7
0.152	5.04841	0.98	7
0.172	4.85678	0.98	6
0.143	5.58445	0.98	7
0.16	5.6572	0.98	7
0.182	6.2235	0.98	8
0.254	5.89596	0.98	8
0.17	5.14578	0.98	7
0.187	5.7658	0.98	7
0.247	6.89131	0.99	8
0.145	5.47301	0.99	7
0.172	6.06896	0.99	8
0.18	6.42844	0.99	8
0.155	5.55241	0.99	7
0.15	5.29505	0.99	7
0.246	6.46637	0.99	8
0.289	7.31851	0.99	9
0.209	5.86845	0.99	7
0.148	5.28475	0.99	7
